IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GHA,Ghana,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,112.2,,,87.15,,143.2,112.2 [87.15 – 143.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZAF,South Africa,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,113.2,,,87.38,,145.5,113.2 [87.38 – 145.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,114.1,,,87.38,,147.8,114.1 [87.38 – 147.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,118.1,,,78.64,,173.6,118.1 [78.64 – 173.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,119.1,,,91.47,,153.8,119.1 [91.47 – 153.8],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,127.5,,,90.79,,176.2,127.5 [90.79 – 176.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZAF,South Africa,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,134.2,,,73.19,,233.3,134.2 [73.19 – 233.3],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GHA,Ghana,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,137.4,,,104.4,,178.7,137.4 [104.4 – 178.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,KEN,Kenya,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,137.6,,,124.1,,152.3,137.6 [124.1 – 152.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,GTM,Guatemala,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,145.3,,,122.4,,171.6,145.3 [122.4 – 171.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IND,India,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,146.3,,,139.9,,153.1,146.3 [139.9 – 153.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,147.5,,,121.5,,177.9,147.5 [121.5 – 177.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CMR,Cameroon,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,155.3,,,122,,195.6,155.3 [122 – 195.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,159.1,,,114.2,,217.3,159.1 [114.2 – 217.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,160.2,,,139.5,,183.2,160.2 [139.5 – 183.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,166.6,,,140.1,,197.1,166.6 [140.1 – 197.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,167.5,,,110.5,,245.8,167.5 [110.5 – 245.8],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NER,Niger,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,173.5,,,136.4,,218.2,173.5 [136.4 – 218.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,KEN,Kenya,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,176,,,91.77,,311.1,176 [91.77 – 311.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,21.49,,,16.22,,28.42,21.49 [16.22 – 28.42],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IND,India,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,211.5,,,202.4,,220.9,211.5 [202.4 – 220.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,GTM,Guatemala,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,218.2,,,190.9,,248.2,218.2 [190.9 – 248.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,22.54,,,16.11,,31.44,22.54 [16.11 – 31.44],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IND,India,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,228.1,,,222.8,,233.4,228.1 [222.8 – 233.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NER,Niger,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,237.6,,,223.9,,251.9,237.6 [223.9 – 251.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CMR,Cameroon,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,237.8,,,206.8,,272,237.8 [206.8 – 272],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,36.98,,,32.09,,42.59,36.98 [32.09 – 42.59],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,38.5,,,25.69,,57.33,38.5 [25.69 – 57.33],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,44.11,,,31.89,,60.73,44.11 [31.89 – 60.73],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,GTM,Guatemala,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,44.96,,,31.47,,63.85,44.96 [31.47 – 63.85],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,KEN,Kenya,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,50.78,,,39.97,,64.31,50.78 [39.97 – 64.31],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,58.86,,,49.97,,69.22,58.86 [49.97 – 69.22],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,NER,Niger,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,64.21,,,39.65,,102.3,64.21 [39.65 – 102.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,GHA,Ghana,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,69.09,,,57.84,,82.34,69.09 [57.84 – 82.34],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZAF,South Africa,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,70.12,,,62.18,,78.99,70.12 [62.18 – 78.99],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TGO,Togo,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,78.04,,,64.18,,94.58,78.04 [64.18 – 94.58],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,TUR,Türkiye,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,84.21,,,71.73,,98.62,84.21 [71.73 – 98.62],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CMR,Cameroon,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,85.74,,,68.29,,107.1,85.74 [68.29 – 107.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,1998,true,Education Level,None,NHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,1998,true,Education Level,Primary,PRLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,1998,true,Education Level,Secondary or higher,SHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,SLV,El Salvador,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,SLV,El Salvador,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,SLV,El Salvador,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PRY,Paraguay,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PRY,Paraguay,Year,1998,false,Education Level,Primary,PRLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PRY,Paraguay,Year,1998,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,1998,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MDG,Madagascar,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,104.4,,,82.57,,131.1,104.4 [82.57 – 131.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SEN,Senegal,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,135.8,,,116.6,,157.5,135.8 [116.6 – 157.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,175,,,152.2,,200.3,175 [152.2 – 200.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MDG,Madagascar,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,183.1,,,156.1,,213.6,183.1 [156.1 – 213.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,188.3,,,131.6,,262.1,188.3 [131.6 – 262.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,194.4,,,174.5,,215.9,194.4 [174.5 – 215.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MDG,Madagascar,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,230.7,,,169.2,,306.4,230.7 [169.2 – 306.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,260,,,216.4,,308.9,260 [216.4 – 308.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,27.09,,,19.84,,36.9,27.09 [19.84 – 36.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SEN,Senegal,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,27.93,,,17.99,,43.1,27.93 [17.99 – 43.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,34.34,,,29.07,,40.51,34.34 [29.07 – 40.51],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,42.74,,,35.23,,51.77,42.74 [35.23 – 51.77],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,53.12,,,28.26,,97.63,53.12 [28.26 – 97.63],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,59.05,,,31.08,,109.3,59.05 [31.08 – 109.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,59.35,,,39.25,,88.77,59.35 [39.25 – 88.77],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,67.82,,,23.76,,178.6,67.82 [23.76 – 178.6],,Attention - Estimate is based on 125-249 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,69.34,,,46.55,,102.1,69.34 [46.55 – 102.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,75.65,,,65.51,,87.22,75.65 [65.51 – 87.22],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,78.69,,,67.38,,91.71,78.69 [67.38 – 91.71],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,SEN,Senegal,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,82.6,,,64.16,,105.7,82.6 [64.16 – 105.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,93.13,,,55.94,,151.1,93.13 [55.94 – 151.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,96.05,,,81.89,,112.4,96.05 [81.89 – 112.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,,,,,,,No data,827,Not reported - Estimate is based on fewer than 125 cases,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,1997,false,Education Level,None,NHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,1997,false,Education Level,Primary,PRLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,1997,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COM,Comoros,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,100.2,,,74.39,,133.6,100.2 [74.39 – 133.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TCD,Chad,Year,1996,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,107.5,,,78.58,,145.5,107.5 [78.58 – 145.5],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,129.7,,,118.1,,142.4,129.7 [118.1 – 142.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,132.6,,,108.6,,160.9,132.6 [108.6 – 160.9],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,BRA,Brazil,Year,1996,true,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,142.7,,,119.7,,169.4,142.7 [119.7 – 169.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,BEN,Benin,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,153.6,,,137.7,,171,153.6 [137.7 – 171],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,158,,,147.5,,169.2,158 [147.5 – 169.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,163.8,,,143.3,,186.7,163.8 [143.3 – 186.7],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,170,,,136.1,,210.1,170 [136.1 – 210.1],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,BEN,Benin,Year,1996,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,18.69,,,9.45,,36.61,18.69 [9.45 – 36.61],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZMB,Zambia,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,180.1,,,133,,239.3,180.1 [133 – 239.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,TCD,Chad,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,181.2,,,152.3,,214.2,181.2 [152.3 – 214.2],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,183.3,,,171.6,,195.6,183.3 [171.6 – 195.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,184.3,,,160.9,,210.4,184.3 [160.9 – 210.4],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,ZMB,Zambia,Year,1996,false,Education Level,Primary,PRLM,,,,,,,EQ_DHS,DHS,,185.1,,,166.5,,205.3,185.1 [166.5 – 205.3],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AMR,Americas,Country,PER,Peru,Year,1996,false,Education Level,None,NHLM,,,,,,,EQ_DHS,DHS,,185.6,,,133.2,,252.6,185.6 [133.2 – 252.6],,,EN,2022-05-25T23:00:00.000Z
asfr1,Adolescent fertility rate (per 1000 women aged 15-19 years),numeric,AFR,Africa,Country,COM,Comoros,Year,1996,false,Education Level,Secondary or higher,SHLM,,,,,,,EQ_DHS,DHS,,20.96,,,12.49,,34.95,20.96 [12.49 – 34.95],,,EN,2022-05-25T23:00:00.000Z
